USA,Stepmom (1998)
USA,Psycho (1998)
USA,Mighty Joe Young (1998)
USA,Rushmore (1998)
Australia,Disturbing Behavior (1998)
USA,The Mask of Zorro (1998)
USA,Small Soldiers (1998)
USA,Antz (1998)
USA,Mercury Rising (1998)
USA,Pleasantville (1998)
USA,Bride of Chucky (1998)
USA,Fallen (1998)
USA,I Still Know What You Did Last Summer (1998)
USA,Out of Sight (1998)
USA,Enemy of the State (1998)
USA,BASEketball (1998)
UK,Soldier (1998)
USA,Urban Legend (1998)
UK,Ronin (1998)
USA,Half Baked (1998)
USA,Patch Adams (1998)
USA,Six Days Seven Nights (1998)
Germany,The Negotiator (1998)
USA,Pi (1998)
USA,U.S. Marshals (1998)
USA,Hope Floats (1998)
UK,Sliding Doors (1998)
USA,Buffalo '66 (1998)
UK,Following (1998)
USA,Great Expectations (1998)
USA,Very Bad Things (1998)
USA,A Night at the Roxbury (1998)
USA,City of Angels (1998)
Jamaica,Belly (1998)
France,Taxi (1998)
USA,A Perfect Murder (1998)
UK,Velvet Goldmine (1998)
UK,Les Misérables (1998)
USA,Happiness (1998)
USA,Sphere (1998)
USA,The Siege (1998)
USA,Star Trek: Insurrection (1998)
UK,Primary Colors (1998)
UK,A Simple Plan (1998)
France,I Stand Alone (1998)
USA,The X Files (1998)
USA,The Avengers (1998)
Italy,La leggenda del pianista sull'oceano (1998)
USA,Paulie (1998)
USA,Doctor Dolittle (1998)
USA,The Horse Whisperer (1998)
Italy,Monella (1998)
USA,Simon Birch (1998)
USA,Species II (1998)
USA,The Object of My Affection (1998)
USA,54 (1998)
USA,He Got Game (1998)
USA,Snake Eyes (1998)
USA,Hard Rain (1998)
Japan,Pokémon: The First Movie - Mewtwo Strikes Back (1998)
USA,The Big Hit (1998)
USA,Blues Brothers 2000 (1998)
USA,SLC Punk! (1998)
Japan,Ringu (1998)
USA,The Newton Boys (1998)
USA,Quest for Camelot (1998)
Denmark,Idioterne (1998)
Hong Kong,Jackie Chan's Who Am I? (1998)
USA,Apt Pupil (1998)
USA,Beloved (1998)
France,Madeline (1998)
Canada,Dirty Work (1998)
USA,New Rose Hotel (1998)
USA,The Rugrats Movie (1998)
USA,Almost Heroes (1998)
USA,Slums of Beverly Hills (1998)
USA,Phantoms (1998)
USA,Thursday (1998)
USA,Jack Frost (1998)
USA,The Replacement Killers (1998)
Australia,The Interview (1998)
USA,Bulworth (1998)
USA,Dangerous Beauty (1998)
Denmark,The Celebration (1998)
Canada,The Red Violin (1998)
USA,Hush (1998)
USA,The Opposite of Sex (1998)
USA,How Stella Got Her Groove Back (1998)
USA,Major League: Back to the Minors (1998)
USA,I Got the Hook Up (1998)
UK,Playing by Heart (1998)
UK,Get Real (1998)
USA,The Players Club (1998)
USA,High Art (1998)
India,Satya (1998)
USA,Dance with Me (1998)
USA,Celebrity (1998)
USA,Holy Man (1998)
USA,Black Dog (1998)
Federal Republic of Yugoslavia,"Crna macka, beli macor (1998)"
Canada,Smoke Signals (1998)
USA,Gods and Monsters (1998)
USA,3 Ninjas: High Noon at Mega Mountain (1998)
UK,Waking Ned Devine (1998)
Australia,Babe: Pig in the City (1998)
USA,The Last Days of Disco (1998)
Spain,Twice Upon a Yesterday (1998)
USA,Girl (1998)
USA,Return to Paradise (1998)
France,Le Dîner de Cons (1998)
UK,Little Voice (1998)
USA,A Civil Action (1998)
USA,Twilight (1998)
India,Kuch Kuch Hota Hai (1998)
Germany,Palmetto (1998)
USA,Wide Awake (1998)
Italy,All I Wanna Do (1998)
USA,The Mighty (1998)
USA,Chairman of the Board (1998)
USA,Mafia! (1998)
USA,The Odd Couple II (1998)
USA,Losing Control (1998)
USA,Wicked (1998)
Italy,The Phantom of the Opera (1998)
Canada,Barney's Great Adventure (1998)
USA,Dead Man on Campus (1998)
USA,Without Limits (1998)
USA,Pecker (1998)
Sweden,Show Me Love (1998)
Germany,Wrongfully Accused (1998)
USA,The Patriot (1998)
Australia,Head On (1998)
Italy,L'assedio (1998)
Brazil,Central Station (1998)
USA,Meet the Deedles (1998)
USA,The Gingerbread Man (1998)
USA,Senseless (1998)
USA,Strangeland (1998)
USA,My Giant (1998)
USA,I'll Be Home for Christmas (1998)
USA,Legionnaire (1998)
USA,Desperate Measures (1998)
Aruba,Knock Off (1998)
UK,Hideous Kinky (1998)
Ireland,Croupier (1998)
USA,Why Do Fools Fall in Love (1998)
India,Dil Se.. (1998)
USA,One True Thing (1998)
USA,Tarzan and the Lost City (1998)
USA,Sour Grapes (1998)
USA,Another Day in Paradise (1998)
USA,Sheer Passion (1998)
France,Eternity and a Day (1998)
Canada,Un 32 août sur terre (1998)
Japan,After Life (1998)
USA,Slappy and the Stinkers (1998)
UK,The General (1998)
USA,Permanent Midnight (1998)
USA,Welcome to Hollywood (1998)
Spain,Lovers of the Arctic Circle (1998)
France,L'ennui (1998)
Canada,Last Night (1998)
UK,Basil (1998)
USA,Clay Pigeons (1998)
USA,Air Bud: Golden Receiver (1998)
USA,Savior (1998)
USA,Lolita 2000 (1998)
UK,Still Crazy (1998)
USA,Homegrown (1998)
USA,Edge of Seventeen (1998)
USA,Next Stop Wonderland (1998)
USA,The Dentist 2 (1998)
USA,Home Fries (1998)
USA,Kissing a Fool (1998)
USA,Hell's Kitchen (1998)
UK,The Land Girls (1998)
UK,The Acid House (1998)
USA,Music from Another Room (1998)
USA,Goodbye Lover (1998)
UK,Love Is the Devil: Study for a Portrait of Francis Bacon (1998)
USA,Ride (1998)
USA,The First 9 1/2 Weeks (1998)
USA,"A Cool, Dry Place (1998)"
USA,The Proposition (1998)
USA,Krippendorf's Tribe (1998)
Spain,"Torrente, el brazo tonto de la ley (1998)"
UK,Hilary and Jackie (1998)
USA,Ringmaster (1998)
USA,Hurlyburly (1998)
USA,Phantasm IV: Oblivion (1998)
UK,B. Monkey (1998)
USA,A Murder of Crows (1998)
USA,Dead Man's Curve (1998)
USA,Six-String Samurai (1998)
Canada,Free Money (1998)
USA,Zero Effect (1998)
UK,I Want You (1998)
USA,Your Friends & Neighbors (1998)
USA,The Eternal (1998)
Canada,Little Men (1998)
UK,Cousin Bette (1998)
USA,Polish Wedding (1998)
USA,Bongwater (1998)
UK,A Price Above Rubies (1998)
USA,Safe Men (1998)
India,Dushman (1998)
USA,Femalien 2 (1998)
USA,The New Swiss Family Robinson (1998)
UK,The Hi-Lo Country (1998)
USA,Firestorm (1998)
USA,Living Out Loud (1998)
USA,No Looking Back (1998)
Ireland,Dancing at Lughnasa (1998)
USA,Desert Blue (1998)
USA,Damned! (1998)
USA,The Impostors (1998)
USA,Tale of the Mummy (1998)
UK,Letters from a Killer (1998)
USA,Testing the Limits (1998)
France,West Beirut (1998)
USA,Shattered Image (1998)
UK,Immortality (1998)
USA,Down in the Delta (1998)
South Korea,Choyonghan kajok (1998)
France,Fögi Is a Bastard (1998)
USA,Milo (1998)
USA,Let's Talk About Sex (1998)
USA,Carnival of Souls (1998)
USA,Body Count (1998)
USA,Rough Draft (1998)
India,Kareeb (1998)
USA,Montana (1998)
UK,My Name Is Joe (1998)
Turkey,Her Sey Çok Güzel Olacak (1998)
USA,Safe House (1998)
France,Train of Life (1998)
USA,The Thin Pink Line (1998)
Canada,Arrival II (1998)
UK,Like It Is (1998)
UK,Jinnah (1998)
USA,The Naked Man (1998)
Spain,La mirada del otro (1998)
USA,The Last Broadcast (1998)
USA,Woo (1998)
USA,Judas Kiss (1998)
USA,Phoenix (1998)
USA,Southie (1998)
USA,L.E.T.H.A.L. Ladies: Return to Savage Beach (1998)
USA,Merchants of Venus (1998)
USA,Ground Control (1998)
USA,Dark Harbor (1998)
USA,I Woke Up Early the Day I Died (1998)
Japan,Rasen (1998)
UK,The Big Swap (1998)
UK,The Very Thought of You (1998)
France,Kirikou and the Sorceress (1998)
UK,The Governess (1998)
USA,Surrender Dorothy (1998)
UK,A Soldier's Daughter Never Cries (1998)
USA,Susan's Plan (1998)
Spain,La niña de tus ojos (1998)
USA,Sweet Jane (1998)
India,Ghulam (1998)
USA,Todd McFarlane's Spawn 2 (1998)
Hong Kong,Xiu Xiu: The Sent-Down Girl (1998)
Philippines,José Rizal (1998)
USA,The Exotic Time Machine (1998)
USA,Point Blank (1998)
USA,It All Came True (1998)
Turkey,Gemide (1998)
France,Autumn Tale (1998)
India,Gunda (1998)
USA,Rudolph the Red-Nosed Reindeer: The Movie (1998)
Federal Republic of Yugoslavia,Rane (1998)
Russia,The Barber of Siberia (1998)
USA,Life of a Gigolo (1998)
USA,Just a Little Harmless Sex (1998)
USA,The Godson (1998)
India,Earth (1998)
India,Pardesi Babu (1998)
India,Doli Saja Ke Rakhna (1998)
India,Chhota Chetan (1998)
UK,Bedrooms and Hallways (1998)
USA,Sex Files: Portrait of the Soul (1998)
India,Duplicate (1998)
USA,Monument Ave. (1998)
Sweden,Hamilton (1998)
USA,Hairshirt (1998)
India,Ghar Bazar (1998)
USA,Ernest in the Army (1998)
India,Keemat: They Are Back (1998)
Hong Kong,Fung wan: Hung ba tin ha (1998)
USA,Die Hard Dracula (1998)
UK,The Theory of Flight (1998)
USA,Club Wild Side (1998)
USA,Beyond Paradise (1998)
France,Man Is a Woman (1998)
Hong Kong,The First Pinup Girl of China (1998)
France,1 chance sur 2 (1998)
India,Wajood (1998)
Philippines,Curacha ang babaeng walang pahinga (1998)
Canada,Beefcake (1998)
USA,Progeny (1998)
USA,Jerry and Tom (1998)
USA,In God's Hands (1998)
USA,Jaded (1998)
Canada,Summer of the Monkeys (1998)
USA,The Adventures of Sebastian Cole (1998)
USA,Free Enterprise (1998)
Ireland,This Is My Father (1998)
UK,Divorcing Jack (1998)
India,Pyaar Kiya To Darna Kya (1998)
India,Chandaal (1998)
UK,All the Little Animals (1998)
Peru,Don't Tell Anyone (1998)
USA,The Minion (1998)
USA,Lulu on the Bridge (1998)
USA,Fiona (1998)
USA,Denial (1998)
Italy,Le Porte del Desiderio (1998)
USA,Relax... It's Just Sex (1998)
Canada,The Ultimate Weapon (1998)
Canada,Nico the Unicorn (1998)
Spain,Tango (1998)
India,Jaane Jigar (1998)
Federal Republic of Yugoslavia,Tri palme za dve bitange i ribicu (1998)
France,The School of Flesh (1998)
USA,"Dancer, Texas Pop. 81 (1998)"
USA,Art House (1998)
France,Sombre (1998)
France,Those Who Love Me Can Take the Train (1998)
France,Sitcom (1998)
USA,One Tough Cop (1998)
France,"Late August, Early September (1998)"
USA,Caught Up (1998)
Canada,Dog Park (1998)
Czech Republic,Dark Confessions (1998)
France,Alice et Martin (1998)
France,The Dreamlife of Angels (1998)
USA,McCinsey's Island (1998)
USA,Billy's Hollywood Screen Kiss (1998)
Spain,Illuminata (1998)
USA,The Wonderful Ice Cream Suit (1998)
India,Salaakhen (1998)
USA,The Versace Murder (1998)
France,Hanuman (1998)
India,Zakhm (1998)
USA,Slam (1998)
Mexico,La otra conquista (1998)
USA,Kiss the Sky (1998)
USA,Gunshy (1998)
USA,Finding Graceland (1998)
USA,Second Chances (1998)
UK,Final Cut (1998)
Canada,Break Up (1998)
USA,A Place Called Truth (1998)
France,L.A. Without a Map (1998)
Colombia,The Rose Seller (1998)
China,The Emperor and the Assassin (1998)
USA,The Velocity of Gary (1998)
Hong Kong,Chinese Torture Chamber Story 2 (1998)
South Korea,Yeogo goedam (1998)
Australia,The Boys (1998)
USA,Falling Sky (1998)
Canada,Provocateur (1998)
USA,Legend of the Mummy (1998)
Philippines,Haba-baba-doo! Puti-puti-poo! (1998)
UK,Parting Shots (1998)
Spain,Barrio (1998)
Australia,Praise (1998)
USA,Vipers (1998)
USA,Shadow of Doubt (1998)
USA,Extramarital (1998)
Taiwan,Hai shang hua (1998)
Philippines,"Labs kita, Okey ka lang? (1998)"
Canada,The Lost World (1998)
USA,Naked Lies (1998)
USA,Telling You (1998)
India,Ninaithen Vandhai (1998)
Taiwan,Dong (1998)
India,Kannethirey Thondrinal (1998)
Sweden,Under solen (1998)
Japan,Shigatsu monogatari (1998)
India,Punjabi House (1998)
USA,Criminal Minds (1998)
India,Hyderabad Blues (1998)
Iran,The Glass Agency (1998)
USA,No Code of Conduct (1998)
Germany,23 (1998)
Germany,Short Sharp Shock (1998)
Brazil,Bela Donna (1998)
USA,Interlocked: Thrilled to Death (1998)
USA,Dead by Dawn (1998)
UK,The Tribe (1998)
Argentina,"Pizza, Beer, and Cigarettes (1998)"
USA,Broken Vessels (1998)
USA,The Treat (1998)
Netherlands,Left Luggage (1998)
India,Hitler (1998)
Philippines,Cariño brutal (1998)
India,Tamanna (1998)
India,Prem Aggan (1998)
USA,Brown's Requiem (1998)
USA,Renegade Force (1998)
USA,Brother Tied (1998)
Greece,As perimenoun oi gynaikes! (1998)
USA,Decampitated (1998)
Thailand,Rak awk baep mai dai (1998)
India,Gharwali Baharwali (1998)
USA,The Lesser Evil (1998)
Sweden,Zingo (1998)
India,Baba Keno Chakar (1998)
Japan,Bullet Ballet (1998)
UK,Beings (1998)
India,Desh Re Joya Dada Pardesh Joya (1998)
Federal Republic of Yugoslavia,Strsljen (1998)
France,St. Ives (1998)
India,Soldier (1998)
UK,Monk Dawson (1998)
USA,Beach Movie (1998)
USA,Life in the Fast Lane (1998)
USA,Johnny Skidmarks (1998)
UK,Orphans (1998)
USA,Sex Files: Pleasure World (1998)
Ireland,The Nephew (1998)
UK,The Revengers' Comedies (1998)
Hong Kong,Hitman (1998)
USA,In the Flesh (1998)
USA,A Soldier's Sweetheart (1998)
USA,With Friends Like These... (1998)
USA,Evasive Action (1998)
USA,Boogie Boy (1998)
Philippines,Tong tatlong tatay kong pakitong kitong (1998)
USA,Anarchy TV (1998)
Italy,The Butcher (1998)
Philippines,Pagbabalik ng probinsyano (1998)
USA,Sweepers (1998)
USA,Black Thunder (1998)
USA,Postmortem (1998)
India,Jhooth Bole Kauwa Kaate (1998)
UK,Resurrection Man (1998)
Italy,Il mio West (1998)
USA,Blind Faith (1998)
India,Kadhal Mannan (1998)
Netherlands,Abeltje (1998)
USA,The Survivor (1998)
USA,At Sachem Farm (1998)
India,Daayan (1998)
USA,Some Girl (1998)
USA,Gideon (1998)
USA,Shadrach (1998)
USA,Matter of Trust (1998)
Spain,Don Juan (1998)
Italy,Il delitto di Via Monte Parioli (1998)
USA,Drylongso (1998)
Japan,Tomie (1998)
USA,Confessions of a Call Girl (1998)
UK,Up 'n' Under (1998)
Hong Kong,Yuk po tuen III goon yan ngoh yiu (1998)
Italy,L'ultimo capodanno (1998)
Italy,Femmina (1998)
USA,The Matrix (1999)
USA,Fight Club (1999)
USA,American Beauty (1999)
USA,American Pie (1999)
USA,The Green Mile (1999)
USA,Star Wars: Episode I - The Phantom Menace (1999)
UK,Eyes Wide Shut (1999)
USA,The Sixth Sense (1999)
USA,Tarzan (1999)
USA,The Mummy (1999)
USA,10 Things I Hate About You (1999)
USA,Being John Malkovich (1999)
USA,Deep Blue Sea (1999)
USA,Office Space (1999)
USA,The Boondock Saints (1999)
USA,Toy Story 2 (1999)
UK,Notting Hill (1999)
USA,Cruel Intentions (1999)
USA,She's All That (1999)
USA,Big Daddy (1999)
USA,"Girl, Interrupted (1999)"
USA,Austin Powers: The Spy Who Shagged Me (1999)
USA,The Virgin Suicides (1999)
Germany,Sleepy Hollow (1999)
USA,The Iron Giant (1999)
USA,The Talented Mr. Ripley (1999)
USA,Magnolia (1999)
USA,Galaxy Quest (1999)
USA,Life (1999)
USA,Double Jeopardy (1999)
USA,The Blair Witch Project (1999)
USA,Dogma (1999)
Germany,Drop Dead Gorgeous (1999)
UK,Man on the Moon (1999)
UK,The World Is Not Enough (1999)
USA,Never Been Kissed (1999)
USA,The Bone Collector (1999)
USA,Three Kings (1999)
USA,October Sky (1999)
Germany,Stuart Little (1999)
USA,Jawbreaker (1999)
USA,Mystery Men (1999)
USA,The 13th Warrior (1999)
USA,Wild Wild West (1999)
USA,The Haunting (1999)
USA,The Thomas Crown Affair (1999)
USA,Ride with the Devil (1999)
USA,The Insider (1999)
USA,House on Haunted Hill (1999)
USA,Boys Don't Cry (1999)
USA,Varsity Blues (1999)
USA,Lake Placid (1999)
USA,Payback (1999)
USA,End of Days (1999)
Canada,"Mystery, Alaska (1999)"
USA,Go (1999)
USA,Election (1999)
USA,Brokedown Palace (1999)
Spain,The Ninth Gate (1999)
USA,Blast from the Past (1999)
USA,Entrapment (1999)
USA,The Cider House Rules (1999)
USA,Deuce Bigalow: Male Gigolo (1999)
USA,Drive Me Crazy (1999)
USA,Idle Hands (1999)
Canada,eXistenZ (1999)
USA,Any Given Sunday (1999)
USA,"South Park: Bigger, Longer & Uncut (1999)"
India,Vaastav: The Reality (1999)
UK,Mansfield Park (1999)
Japan,Audition (1999)
USA,Analyze This (1999)
Germany,8MM (1999)
USA,Runaway Bride (1999)
USA,The Wood (1999)
Germany,The Thirteenth Floor (1999)
USA,Stir of Echoes (1999)
France,The Straight Story (1999)
UK,Human Traffic (1999)
USA,Bicentennial Man (1999)
USA,Inspector Gadget (1999)
USA,Forces of Nature (1999)
USA,The General's Daughter (1999)
USA,Summer of Sam (1999)
UK,A Midsummer Night's Dream (1999)
USA,Blue Streak (1999)
France,Ghost Dog: The Way of the Samurai (1999)
France,Dick (1999)
Czech Republic,Ravenous (1999)
France,The Messenger: The Story of Joan of Arc (1999)
USA,Detroit Rock City (1999)
USA,But I'm a Cheerleader (1999)
USA,"Happy, Texas (1999)"
USA,Stigmata (1999)
USA,Held Up (1999)
USA,Bowfinger (1999)
USA,Bringing Out the Dead (1999)
Canada,Better Than Chocolate (1999)
France,Romance (1999)
USA,For Love of the Game (1999)
USA,Superstar (1999)
USA,The Hurricane (1999)
UK,Mickey Blue Eyes (1999)
Spain,All About My Mother (1999)
USA,Arlington Road (1999)
USA,Pushing Tin (1999)
USA,Message in a Bottle (1999)
USA,Edtv (1999)
USA,A Walk on the Moon (1999)
Italy,Titus (1999)
USA,Virus (1999)
Italy,Tea with Mussolini (1999)
USA,The Best Man (1999)
USA,Angela's Ashes (1999)
USA,Random Hearts (1999)
USA,The Rage: Carrie 2 (1999)
USA,Anna and the King (1999)
USA,The Other Sister (1999)
USA,True Crime (1999)
USA,Fantasia 2000 (1999)
Australia,Two Hands (1999)
USA,Baby Geniuses (1999)
USA,In Too Deep (1999)
USA,Holy Smoke (1999)
Japan,Jin-Roh: The Wolf Brigade (1999)
USA,The Astronaut's Wife (1999)
USA,Flawless (1999)
USA,The Love Letter (1999)
France,Asterix and Obelix vs. Caesar (1999)
USA,200 Cigarettes (1999)
UK,An Ideal Husband (1999)
UK,The End of the Affair (1999)
USA,Instinct (1999)
Germany,Simply Irresistible (1999)
UK,Ratcatcher (1999)
Germany,Sunshine (1999)
USA,Teaching Mrs. Tingle (1999)
USA,The Deep End of the Ocean (1999)
Italy,The War Zone (1999)
USA,Anywhere But Here (1999)
USA,The Limey (1999)
UK,Beowulf (1999)
USA,The Adventures of Elmo in Grouchland (1999)
UK,East Is East (1999)
USA,Universal Soldier: The Return (1999)
USA,Play It to the Bone (1999)
USA,Coming Soon (1999)
USA,The Story of Us (1999)
Australia,Three to Tango (1999)
USA,At First Sight (1999)
Japan,Godzilla 2000 (1999)
USA,Outside Providence (1999)
USA,My Favorite Martian (1999)
Italy,La donna lupo (1999)
USA,Desert Heat (1999)
USA,Muppets from Space (1999)
USA,The Sex Monster (1999)
USA,In Dreams (1999)
USA,Gloria (1999)
USA,The Mod Squad (1999)
USA,The Loss of Sexual Innocence (1999)
UK,Topsy-Turvy (1999)
USA,Love Stinks (1999)
France,Jakob the Liar (1999)
India,Kartoos (1999)
USA,Sweet and Lowdown (1999)
UK,Onegin (1999)
Australia,Paperback Hero (1999)
Germany,Crazy in Alabama (1999)
Mexico,"Sexo, pudor y lágrimas (1999)"
USA,Music of the Heart (1999)
USA,Snow Falling on Cedars (1999)
USA,Bats (1999)
Iran,The Color of Paradise (1999)
USA,Dudley Do-Right (1999)
USA,The Big Kahuna (1999)
France,Pola X (1999)
USA,Trick (1999)
USA,The Bachelor (1999)
USA,Light It Up (1999)
USA,Wing Commander (1999)
Canada,Resurrection (1999)
France,The Trench (1999)
UK,Guest House Paradiso (1999)
Denmark,Bleeder (1999)
Japan,Pokémon: The Movie 2000 (1999)
USA,Black & White (1999)
USA,The King and I (1999)
Japan,Kikujiro (1999)
Canada,Eye of the Beholder (1999)
USA,Julien Donkey-Boy (1999)
USA,Trippin' (1999)
USA,My Teacher's Wife (1999)
Italy,The Protagonists (1999)
USA,Molly (1999)
UK,Forever Mine (1999)
USA,The Corruptor (1999)
USA,Best Laid Plans (1999)
USA,Terror Firmer (1999)
Spain,Between Your Legs (1999)
USA,Limbo (1999)
USA,Hotel Exotica (1999)
USA,Breakfast of Champions (1999)
Germany,Aimee & Jaguar (1999)
UK,Plunkett & Macleane (1999)
USA,Mumford (1999)
France,Mauvaise passe (1999)
USA,Cradle Will Rock (1999)
USA,Liberty Heights (1999)
Denmark,In China They Eat Dogs (1999)
France,Rosetta (1999)
USA,The Out-of-Towners (1999)
France,Beau travail (1999)
UK,8 ½ Women (1999)
Italy,La leggenda del Titanic (1999)
Canada,Trailer Park Boys (1999)
Canada,Just One Time (1999)
New Zealand,What Becomes of the Broken Hearted? (1999)
India,Hum Dil De Chuke Sanam (1999)
UK,Grey Owl (1999)
USA,Web of Seduction (1999)
USA,The Muse (1999)
Germany,Simon Sez (1999)
Japan,My Neighbors the Yamadas (1999)
USA,Freeway II: Confessions of a Trickbaby (1999)
France,La fille sur le pont (1999)
UK,A Room for Romeo Brass (1999)
USA,The Confession (1999)
India,Sarfarosh (1999)
India,Sangharsh (1999)
USA,Lost & Found (1999)
USA,Cookie's Fortune (1999)
UK,Rogue Trader (1999)
USA,Sinful Obsession (1999)
Canada,Vivid (1999)
USA,Veronica 2030 (1999)
Iran,The Wind Will Carry Us (1999)
USA,Chill Factor (1999)
UK,Beautiful People (1999)
USA,Body Shots (1999)
India,Taal (1999)
Spain,Butterfly (1999)
USA,The Minus Man (1999)
South Korea,Haepi-endeu (1999)
South Korea,Bakha satang (1999)
USA,Jesus' Son (1999)
USA,Raging Hormones (1999)
Japan,Dead or Alive (1999)
Australia,Komodo (1999)
Spain,The Nameless (1999)
France,Méditerranées (1999)
UK,Virtual Sexuality (1999)
Hong Kong,Hei kek ji wong (1999)
India,Hum Saath-Saath Hain: We Stand United (1999)
USA,Stripper Wives (1999)
UK,Splendor (1999)
USA,Speedway Junky (1999)
USA,Joe the King (1999)
Hong Kong,Boh lei chun (1999)
France,Les amants criminels (1999)
Japan,Ringu 2 (1999)
UK,My Life So Far (1999)
Greece,Safe Sex (1999)
UK,The Winslow Boy (1999)
USA,The Awakening of Gabriella (1999)
USA,Shandra: The Jungle Girl (1999)
USA,The Key to Sex (1999)
Mexico,Herod's Law (1999)
USA,The Suburbans (1999)
USA,Tumbleweeds (1999)
USA,Doug's 1st Movie (1999)
USA,I Like to Play Games Too (1999)
USA,Oxygen (1999)
USA,The Mating Habits of the Earthbound Human (1999)
Canada,Felicia's Journey (1999)
Turkey,Mayis Sikintisi (1999)
Israel,Kesher Ir (1999)
USA,Guinevere (1999)
China,Yi ge dou bu neng shao (1999)
USA,The Omega Code (1999)
France,The Last September (1999)
USA,P.U.N.K.S. (1999)
France,The Children of the Century (1999)
USA,Walking Across Egypt (1999)
China,Wo de fu qin mu qin (1999)
France,Marcel Proust's Time Regained (1999)
USA,A Map of the World (1999)
Japan,Gohatto (1999)
USA,Sexual Chemistry (1999)
France,An Affair of Love (1999)
USA,My Brother the Pig (1999)
USA,The 4th Floor (1999)
France,Whiteboyz (1999)
USA,Agnes Browne (1999)
USA,Me and Will (1999)
UK,Treasure Island (1999)
India,Shool (1999)
USA,Bloodsport: The Dark Kumite (1999)
UK,Simpatico (1999)
USA,Friends & Lovers (1999)
South Korea,Ring (1999)
USA,Bridge of Dragons (1999)
India,Baadshah (1999)
Canada,The Clown at Midnight (1999)
France,Giulia (1999)
Germany,Bang Boom Bang - Ein todsicheres Ding (1999)
UK,Women Talking Dirty (1999)
Hong Kong,Cheung foh (1999)
USA,"Shame, Shame, Shame (1999)"
Italy,Guardami (1999)
USA,Thick as Thieves (1999)
UK,Wisconsin Death Trip (1999)
UK,Whatever Happened to Harold Smith? (1999)
USA,No Vacancy (1999)
USA,Andromina: The Pleasure Planet (1999)
USA,Thicker Than Water (1999)
India,Mann (1999)
USA,Two Shades of Blue (1999)
India,International Khiladi (1999)
USA,Suits (1999)
Bhutan,The Cup (1999)
USA,Todd McFarlane's Spawn 3: The Ultimate Battle (1999)
Norway,S.O.S. (1999)
UK,Wonderland (1999)
Federal Republic of Yugoslavia,Noz (1999)
India,Haseena Maan Jaayegi (1999)
USA,All the Rage (1999)
USA,The Breaks (1999)
Argentina,"El mismo amor, la misma lluvia (1999)"
Germany,Diamonds (1999)
UK,The Intruder (1999)
South Korea,2001 Yonggary (1999)
Russia,The Green Elephant (1999)
USA,Miss Julie (1999)
India,Khoobsurat (1999)
Spain,One Man's Hero (1999)
India,Daag: The Fire (1999)
France,Vénus beauté (institut) (1999)
Philippines,Anakan mo ako (1999)
USA,Black and White (1999)
Canada,Set Me Free (1999)
USA,Temptations (1999)
Germany,Do Not Disturb (1999)
USA,Soccer Dog: The Movie (1999)
Norway,Sofies verden (1999)
Spain,Goya in Bordeaux (1999)
India,Dil Kya Kare (1999)
USA,Kate's Addiction (1999)
Germany,Gloomy Sunday (1999)
France,Just the Ticket (1999)
India,Phool Aur Aag (1999)
UK,The Last Seduction II (1999)
Germany,Lola and Billy the Kid (1999)
India,Kohram (1999)
Sweden,Tomten är far till alla barnen (1999)
UK,The Match (1999)
USA,Dreamers (1999)
Belgium,Molokai (1999)
USA,The Underground Comedy Movie (1999)
UK,The Duke (1999)
India,Sooryavansham (1999)
Turkey,Propaganda (1999)
USA,Can't Be Heaven (1999)
Denmark,The One and Only (1999)
UK,Tube Tales (1999)
Japan,Gamera 3: Revenge of Iris (1999)
France,American Virgin (1999)
India,Thammudu (1999)
France,Cotton Mary (1999)
USA,Animal Attraction: Carnal Desires (1999)
Canada,Y2K (1999)
USA,She's Too Tall (1999)
UK,The Secret Laughter of Women (1999)
USA,Twin Falls Idaho (1999)
USA,The Pornographer (1999)
Hong Kong,Chin wong ji wong 2000 (1999)
UK,The Big Tease (1999)
Denmark,Mifunes sidste sang (1999)
Spain,Second Skin (1999)
India,Aarzoo (1999)
USA,Giving It Up (1999)
Canada,New Waterford Girl (1999)
Sweden,Noll tolerans (1999)
USA,Revelation (1999)
India,Nee Varuvai Ena (1999)
France,Deterrence (1999)
UK,Tom's Midnight Garden (1999)
France,Himalaya (1999)
USA,Hot Club California (1999)
USA,The Item (1999)
Brazil,A Fit of Rage (1999)
USA,Airspeed (1999)
USA,A Slipping-Down Life (1999)
Russia,Est - Ouest (1999)
USA,The Third Miracle (1999)
USA,Forbidden Sins (1999)
France,Furia (1999)
India,Jodi (1999)
UK,Sugar Town (1999)
USA,Flypaper (1999)
USA,Seven Girlfriends (1999)
Canada,The Five Senses (1999)
Greece,The Cherry Orchard (1999)
Israel,Kadosh (1999)
Spain,Presence of Mind (1999)
USA,Asunder (1999)
Philippines,Ang kabit ni Mrs. Montero (1999)
Italy,Garage Olimpo (1999)
Japan,Wild Zero (1999)
Hong Kong,Gen-X Cops (1999)
India,Jaanam Samjha Karo (1999)
Canada,Mr. Rice's Secret (1999)
South Korea,Telmisseomding (1999)
Germany,Der Einstein des Sex (1999)
USA,Undercover Angel (1999)
USA,Entropy (1999)
USA,Foolish (1999)
India,Sethu (1999)
USA,The Moment After (1999)
India,Gair (1999)
USA,A Dog of Flanders (1999)
UK,Lighthouse (1999)
India,Dillagi (1999)
France,Les enfants du marais (1999)
Hong Kong,Am zin (1999)
China,Shower (1999)
USA,Goosed (1999)
